代码,名称,暂停申购起始日,恢复申购日期,单日申购上限(万元),暂停申购天数,暂停申购原因,投资类型,基金成立年限,去年净值增长率,同类平均收益率,"同类基金区间收益排名
","同类基金区间收益排名(百分比)
","报告期净值增长率
[报告期]去年年报
过去1年
","报告期业绩比较基准增长率
","报告期净值增长率减基准增长率
","报告期净值增长率标准差减基准标准差
",基金规模2020,基金规模2018,基金规模2019,基金规模排名
519300.OF,大成沪深300指数A,2020-01-10,2020-02-28,1000,49,"为了维护基金份额持有人利益,保障基金的平稳运作",被动指数型基金,14.07671233,33.88708304,37.97667335,653/1097,59.52597995,33.89,36.07,-2.18,-0.08,16.66359378,20.4812182,15.98586681,1586/9376
002138.OF,泓德裕泰债券A,2018-05-21,2018-07-09,100,49,"为保证基金的稳定运作,保护基金份额持有人利益。",混合债券型基金（二级）,4.37260274,12.07547115,5.973972239,171/2272,7.526408451,11.97,1.31,10.66,0.15,36.26319467,30.28074232,29.80813155,832/9376
002139.OF,泓德裕泰债券C,2018-05-21,2018-07-09,100,49,"为保证基金的稳定运作,保护基金份额持有人利益。",混合债券型基金（二级）,4.37260274,11.70825282,5.973972239,180/2272,7.922535211,11.6,1.31,10.29,0.16,1.133803467,2.491296879,3.743856048,5590/9376
002172.OF,海富通新内需混合C,2019-06-05,2019-07-25,100,50,保护基金份额持有人利益。,偏股混合型基金,4.37260274,12.13800131,31.39015396,2293/2986,76.79169457,12.05,20.11,-8.06,-0.38,1.608520183,1.1441E-06,6.12518416,5053/9376
519130.OF,海富通新内需混合A,2019-06-05,2019-07-25,100,50,保护基金份额持有人利益。,偏股混合型基金,5.42739726,12.71799196,31.39015396,2262/2986,75.75351641,12.62,20.11,-7.49,-0.39,1.868204411,0.793364912,5.80666666,4826/9376
050021.OF,博时创业板ETF联接A,2018-10-24,2018-12-13,50,50,保护现有基金份额持有人利益,被动指数型基金,8.895890411,39.798037,37.97667335,452/1097,41.20328168,39.82,41.45,-1.63,-0.05,0.915841751,0.493426529,0.338166589,5953/9376
570008.OF,诺德周期策略混合,2018-11-26,2019-01-17,1000,52,"为了保证基金的平稳运作,保护基金份额持有人的利益。",偏股混合型基金,8.115068493,41.51565072,31.39015396,966/2986,32.3509712,41.52,28.52,13,0.26,1.804872394,0.978766145,1.956755302,4871/9376
002932.OF,圆信永丰强化收益A,2019-09-19,2019-11-12,500,54,"为了保证基金的平稳运作,保护基金份额持有人利益。",混合债券型基金（二级）,3.761643836,12.59718927,5.973972239,162/2272,7.13028169,12.59,4.96,7.63,0.2,14.24390929,2.864660449,2.836427302,1765/9376
002933.OF,圆信永丰强化收益C,2019-09-19,2019-11-12,500,54,"为了保证基金的平稳运作,保护基金份额持有人利益。",混合债券型基金（二级）,3.761643836,12.1378158,5.973972239,168/2272,7.394366197,12.13,4.96,7.17,0.2,0.156863853,0.918627306,0.33143577,7878/9376
006084.OF,融通研究优选混合,2019-09-17,2019-11-11,500,55,"为保证基金的平稳运作,保护基金份额持有人利益。",偏股混合型基金,1.402739726,21.39637645,31.39015396,1819/2986,60.91761554,21.36,25.06,-3.7,0.36,0.574930597,——,2.172799647,6627/9376
005067.OF,融通逆向策略灵活配置混合,2019-07-25,2019-09-18,100,55,"为保证基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,2.216438356,39.73945493,31.39015396,1052/2986,35.23107837,39.74,17.99,21.75,0.74,0.488431093,——,1.914738265,6855/9376
005616.OF,东方量化成长灵活配置混合,2019-07-24,2019-09-18,10,56,"为了保证基金的平稳运作,保护基金持有人利益。",偏股混合型基金,2.112328767,34.07318536,31.39015396,1302/2986,43.60348292,34.09,16.35,17.74,0.39,0.680970974,——,4.461737581,6372/9376
003026.OF,安信新价值混合A,2018-06-20,2018-08-16,20,57,保护基金份额持有人的利益。,偏股混合型基金,3.698630137,17.64505787,31.39015396,1995/2986,66.81178835,17.6,17.88,-0.28,-0.25,0.374920866,1.745126968,0.05870654,7146/9376
003027.OF,安信新价值混合C,2018-06-20,2018-08-16,20,57,保护基金份额持有人的利益。,偏股混合型基金,3.698630137,17.44972149,31.39015396,2010/2986,67.31413262,17.41,17.88,-0.47,-0.25,0.561029827,1.974566939,0.273367451,6657/9376
006128.OF,银河和美生活混合,2020-02-25,2020-04-24,0.1,59,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,1.438356164,24.44621039,31.39015396,1688/2986,56.53047555,24.43,24.87,-0.44,0.31,16.68357759,——,0.796693237,1583/9376
001917.OF,招商量化精选股票A,2019-10-14,2019-12-12,1000,59,"为了保证基金的平稳运作,维护基金持有人利益。",普通股票型基金,4.128767123,47.99349137,37.97667335,247/1097,22.5159526,48.01,28.68,19.33,0.27,0.286837852,0.760524961,0.365948802,7414/9376
005146.OF,兴银丰润灵活配置混合,2019-09-26,2019-11-25,30,60,"为保证本基金的稳定运作,保护现有基金份额持有人的利益。",偏股混合型基金,2.432876712,13.74292643,31.39015396,2200/2986,73.67716008,13.72,19.92,-6.2,0,0.316635005,2.856847947,1.483574346,7306/9376
001443.OF,易方达瑞选灵活配置混合I,2019-07-29,2019-09-27,250,60,"为了基金的平稳运作,保护基金份额持有人利益,自2019年7月29日起,易方达瑞选灵活配置混合型证券投资基金I类基金份额、E类基金份额在易方达基金管理有限公司直销中心的申购、转换转入业务限额调整如下:如果单日单个基金账户累计申购和转换转入本基金I类基金份额或E类基金份额的金额超过100万元(不含),本基金有权根据保护基金份额持有人利益的原则全部或部分拒绝该类份额的申请。",偏股混合型基金,4.41369863,21.34604417,31.39015396,1821/2986,60.98459478,21.35,3.55,17.8,0.4,9.778198158,8.00054927,5.992095404,2311/9376
001444.OF,易方达瑞选灵活配置混合E,2019-07-29,2019-09-27,250,60,"为了基金的平稳运作,保护基金份额持有人利益,自2019年7月29日起,易方达瑞选灵活配置混合型证券投资基金I类基金份额、E类基金份额在易方达基金管理有限公司直销中心的申购、转换转入业务限额调整如下:如果单日单个基金账户累计申购和转换转入本基金I类基金份额或E类基金份额的金额超过100万元(不含),本基金有权根据保护基金份额持有人利益的原则全部或部分拒绝该类份额的申请。",偏股混合型基金,4.41369863,21.04473865,31.39015396,1834/2986,61.41995981,21.04,3.55,17.49,0.4,0.428347213,0.790161017,0.008418581,7009/9376
002683.OF,民生加银前沿科技灵活配置混合,2019-10-24,2019-12-24,1,61,"为了保证基金的平稳运作,保护基金份额持有人利益。",偏股混合型基金,3.416438356,26.48083624,31.39015396,1604/2986,53.71734762,26.48,22.94,3.54,-0.04,0.718849407,0.281984046,0.251543369,6302/9376
519186.OF,万家稳健增利债券A,2018-08-17,2018-10-17,100,61,"为了保证基金的平稳运作,保护基金份额持有人的利益。",混合债券型基金（一级）,10.72328767,5.359364853,5.973972239,715/2272,31.47007042,5.35,1.1,4.25,-0.01,0.583285837,1.378878718,4.35773892,6612/9376
519187.OF,万家稳健增利债券C,2018-08-17,2018-10-17,100,61,"为了保证基金的平稳运作,保护基金份额持有人的利益。",混合债券型基金（一级）,10.72328767,4.946318959,5.973972239,851/2272,37.45598592,4.94,1.1,3.84,-0.01,0.078053078,0.096665769,0.060413072,8316/9376
460008.OF,华泰柏瑞稳健收益债券A,2018-08-16,2018-10-18,100,63,"为满足广大投资者的需求,保证本基金的稳定运作,保护基金份额持有人利益",长期纯债型基金,7.408219178,3.904355688,5.973972239,1437/2272,63.24823944,3.87,2.13,1.74,0.04,14.4704728,0.321746427,32.64696944,1745/9376
460108.OF,华泰柏瑞稳健收益债券C,2018-08-16,2018-10-18,100,63,"为满足广大投资者的需求,保证本基金的稳定运作,保护基金份额持有人利益",长期纯债型基金,7.408219178,3.439108517,5.973972239,1737/2272,76.45246479,3.4,2.13,1.27,0.04,0.945560385,0.381647774,2.789465949,5903/9376
004728.OF,中欧瑾泰债券A,2020-01-15,2020-03-19,100,64,"为保证中欧瑾泰债券型证券投资基金的稳定运作,保护基金份额持有人利益。",长期纯债型基金,2.726027397,4.280171439,5.973972239,1185/2272,52.15669014,4.24,1.31,2.93,0,82.08869197,0.502084562,36.20972067,354/9376
004729.OF,中欧瑾泰债券C,2020-01-15,2020-03-19,100,64,"为保证中欧瑾泰债券型证券投资基金的稳定运作,保护基金份额持有人利益。",长期纯债型基金,2.726027397,4.173338817,5.973972239,1249/2272,54.97359155,4.14,1.31,2.83,0,0.001035474,0.626788638,0.001577612,9143/9376
001405.OF,东方红策略精选混合A,2019-11-05,2020-01-09,100,65,"为了保证基金的平稳运作,保护基金份额持有人利益。",偏股混合型基金,4.906849315,11.77932893,31.39015396,2324/2986,77.82987274,11.73,3.68,8.05,0.27,5.083028467,8.860622967,2.874287417,3216/9376
001406.OF,东方红策略精选混合C,2019-11-05,2020-01-09,100,65,"为了保证基金的平稳运作,保护基金份额持有人利益。",偏股混合型基金,4.906849315,11.0933449,31.39015396,2375/2986,79.53784327,11.05,3.68,7.37,0.27,0.74064423,0.060323263,1.137820577,6248/9376
519195.OF,万家品质,2018-10-22,2018-12-26,100,65,"为了保证基金的平稳运作,保护基金份额持有人的利益。",偏股混合型基金,4.736986301,47.71890662,31.39015396,674/2986,22.57200268,47.74,19.73,28.01,0.85,11.09453101,26.68678638,38.80122758,2026/9376
006424.OF,嘉合锦程混合A,2019-08-23,2019-10-28,0.5,66,"为了保证基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,1.361643836,19.43159452,31.39015396,1901/2986,63.66376423,19.42,22.17,-2.75,0.02,0.148920752,——,0.050376059,7918/9376
006425.OF,嘉合锦程混合C,2019-08-23,2019-10-28,0.5,66,"为了保证基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,1.361643836,18.49705329,31.39015396,1945/2986,65.13730743,18.49,22.17,-3.68,0.02,0.041974105,——,4.582718911,8553/9376
000432.OF,中银优秀企业混合,2019-09-06,2019-11-12,100,67,保护基金份额持有人利益,偏股混合型基金,6.257534247,37.20577069,31.39015396,1169/2986,39.1493637,37.21,28.68,8.53,0.11,0.889844822,0.417110773,0.320254275,5984/9376
006085.OF,万家新机遇价值驱动C,2019-10-30,2020-01-06,100,68,"为了保证基金的平稳运作,保护基金份额持有人的利益。",偏股混合型基金,1.712328767,62.26402374,31.39015396,224/2986,7.501674481,62.32,16.64,45.68,0.83,0.731297787,——,0.001584032,6272/9376
161910.OF,万家新机遇价值驱动A,2019-10-30,2020-01-06,100,68,"为了保证基金的平稳运作,保护基金份额持有人的利益。",偏股混合型基金,7.747945205,61.76566673,31.39015396,239/2986,8.004018754,61.8,16.64,45.16,0.83,0.91761708,0.180282541,0.090402612,5947/9376
000120.OF,中银美丽中国混合,2019-09-06,2019-11-13,100,68,保护基金份额持有人利益,偏股混合型基金,6.901369863,38.0819363,31.39015396,1126/2986,37.70931011,38.08,28.68,9.4,0.17,0.511155105,0.485950496,0.339615511,6802/9376
005609.OF,富国军工主题混合,2019-07-12,2019-09-19,100,69,"为了保证基金的平稳运作,保护基金持有人的利益。",偏股混合型基金,2.090410959,38.66827116,31.39015396,1104/2986,36.97253851,38.69,18.21,20.48,0.14,3.560929384,——,1.854531508,3676/9376
002103.OF,招商康泰灵活配置混合,2019-09-06,2019-11-15,1,70,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,4.238356164,11.93952524,31.39015396,2312/2986,77.42799732,11.83,11.14,0.69,-0.13,2.394819291,0.506864323,0.323633507,4305/9376
005056.OF,东方红货币A,2018-02-05,2018-04-16,5000,70,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,2.682191781,2.356476237,2.546879012,523/649,80.58551618,2.3456,0.35,1.9956,0.0012,0.455550532,0.189421375,0.566786016,6933/9376
005057.OF,东方红货币B,2018-02-05,2018-04-16,5000,70,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,2.682191781,2.60327245,2.546879012,293/649,45.14637904,2.5917,0.35,2.2417,0.0012,41.91852305,8.993387386,19.37170098,730/9376
005058.OF,东方红货币E,2018-02-05,2018-04-16,5000,70,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,2.682191781,2.510666077,2.546879012,394/649,60.70878274,2.4994,0.35,2.1494,0.0012,0.569005931,0.256011785,0.453496323,6645/9376
001588.OF,天弘中证800指数A,2019-11-07,2020-01-17,10,71,"为了保证基金的平稳运作,保护基金份额持有人利益。",被动指数型基金,4.794520548,39.62290503,37.97667335,462/1097,42.11485871,39.64,31.93,7.71,-0.01,1.1980028,1.33755118,0.562260042,5501/9376
001589.OF,天弘中证800指数C,2019-11-07,2020-01-17,10,71,"为了保证基金的平稳运作,保护基金份额持有人利益。",被动指数型基金,4.794520548,39.32394366,37.97667335,470/1097,42.84412033,39.34,31.93,7.41,-0.01,0.298398091,0.092876086,0.289354404,7375/9376
240003.OF,华宝宝康债券A,2019-11-04,2020-01-14,100,71,为保护基金份额持有人利益,混合债券型基金（一级）,16.80547945,4.082023492,5.973972239,1316/2272,57.92253521,4.05,4.67,-0.62,0,6.361988335,2.254088445,38.04775102,2842/9376
001348.OF,大摩新机遇混合,2019-10-23,2020-01-03,1,72,"为保护基金份额持有人利益,保障基金平稳运行",偏股混合型基金,4.854794521,17.33639495,31.39015396,2016/2986,67.51507033,17.34,19.62,-2.28,0.35,0.868857972,0.643776317,0.448965433,6015/9376
001657.OF,长安鑫富领先混合,2019-08-28,2019-11-08,0.1,72,为保护现有基金份额持有人利益,偏股混合型基金,3.18630137,33.38391502,31.39015396,1330/2986,44.54119223,33.38,17.99,15.39,0.42,0.167310882,1.823734386,0.439086745,7837/9376
002670.OF,万家沪深300指数增强A,2020-01-03,2020-03-16,10,73,"为了保证基金的平稳运作,保护基金份额持有人的利益。",增强指数型基金,3.594520548,43.44514068,37.97667335,349/1097,31.81403829,43.46,34.21,9.25,0.01,2.163858796,0.990024755,0.797516565,4512/9376
002671.OF,万家沪深300指数增强C,2020-01-03,2020-03-16,10,73,"为了保证基金的平稳运作,保护基金份额持有人的利益。",增强指数型基金,3.594520548,43.82788162,37.97667335,340/1097,30.99361896,43.86,34.21,9.65,0.01,0.215203063,0.001132038,0.193960186,7636/9376
005937.OF,工银精选金融地产混合A,2019-09-02,2019-11-14,100,73,保护基金持有人利益。,偏股混合型基金,1.460273973,29.37221948,31.39015396,1496/2986,50.10046885,29.4,23.63,5.77,0.14,1.279456793,——,0.069052002,5407/9376
005938.OF,工银精选金融地产混合C,2019-09-02,2019-11-14,100,73,保护基金持有人利益。,偏股混合型基金,1.460273973,28.74275435,31.39015396,1525/2986,51.07166778,28.78,23.63,5.15,0.14,0.967212082,——,0.076555458,5867/9376
003238.OF,新华外延增长主题灵活配置混合,2019-09-03,2019-11-18,50,76,"为保证新华外延增长主题灵活配置混合型证券投资基金的稳定运作,保护基金份额持有人利益,以及根据《新华外延增长主题灵活配置混合型证券投资基金基金合同》的相关规定,新华基金管理股份有限公司决定于2019年9月3日起限制新华外延增长主题灵活配置混合型证券投资基金的大额申购(含定期定额投资及转换转入)业务。",偏股混合型基金,3.164383562,77.61737384,31.39015396,48/2986,1.607501674,77.64,20.15,57.49,0.76,0.451082119,1.911161399,0.705363668,6954/9376
002334.OF,汇丰晋信大盘波动股票A,2019-09-09,2019-11-25,10,77,为保护现有基金份额持有人利益,普通股票型基金,4.139726027,19.66104672,37.97667335,991/1097,90.3372835,19.67,32.54,-12.87,-0.25,0.356261062,0.9526188,0.852188167,7199/9376
002335.OF,汇丰晋信大盘波动股票C,2019-09-09,2019-11-25,10,77,为保护现有基金份额持有人利益,普通股票型基金,4.139726027,19.00782361,37.97667335,995/1097,90.70191431,19.03,32.54,-13.51,-0.25,0.042183922,0.097978099,0.090146774,8552/9376
004833.OF,先锋聚利A,2019-09-25,2019-12-12,100,78,"保护基金份额持有人利益,保持基金的平稳运行",偏股混合型基金,1.978082192,27.06077207,31.39015396,1585/2986,53.08104488,27.06,21.35,5.71,0.49,0.016835076,——,0.003682542,8785/9376
004834.OF,先锋聚利C,2019-09-25,2019-12-12,100,78,"保护基金份额持有人利益,保持基金的平稳运行",偏股混合型基金,1.978082192,25.45292166,31.39015396,1650/2986,55.25787006,25.45,21.35,4.1,0.49,0.0581417,——,0.263870036,8426/9376
006065.OF,景顺长城景泰稳利定开债C,2019-01-02,2019-03-26,500,83,"为保护现有基金份额持有人利益,保障基金平稳运作。",长期纯债型基金,1.887671233,4.364864266,5.973972239,1139/2272,50.13204225,4.31,1.31,3,0.02,0.114949333,——,0.770802013,8101/9376
